Site,Cluster,Plot,Depthcode,predSOC,Date,Latitude,Longitude,Altitude
Sichei,14.0,10.0,Subsoil,9.017,25-Mar-21,0.741612,34.714,1582.01
Sichei,15.0,10.0,Topsoil,17.191,26-Mar-21,0.762596,34.7058,1652.07
Sichei,15.0,10.0,Subsoil,10.584,26-Mar-21,0.762596,34.7058,1652.07
Sichei,16.0,10.0,Topsoil,21.738,19-Mar-21,0.780769,34.7059,1659.57
Sichei,16.0,10.0,Subsoil,9.413,19-Mar-21,0.780769,34.7059,1659.57
Sichei,15.0,11.0,Topsoil,12.51,26-Mar-21,0.765428,34.7075,1659.34
Sichei,15.0,11.0,Subsoil,10.377,26-Mar-21,0.765428,34.7075,1659.34
Sichei,4.0,12.0,Topsoil,9.999,13-Mar-21,0.781935,34.6399,1647.24
Sichei,4.0,12.0,Subsoil,7.677,13-Mar-21,0.781935,34.6399,1647.24
Sichei,16.0,12.0,,,19-Mar-21,0.782327,34.7108,1678.05
Sichei,16.0,13.0,Topsoil,17.796,19-Mar-21,0.778091,34.7055,1646.89
Sichei,16.0,13.0,Subsoil,9.877,19-Mar-21,0.778091,34.7055,1646.89
