,DHSID,DHSCC_hhm,DHSYEAR_hhm,DHSCLUST,URBAN_RURA,LATNUM,LONGNUM,ALT_GPS,ALT_DEM,DATUM,geometry,cluster_shch,total_count_shch,treat_src_yes,residence_urban_shchhh,residence_rural,alive_yes,fever_rec_only treated nets,cluster_hh,total_count_hh,net_use_yes,nets_sum,hh_size_mean,hh_size_sum,cluster,total_count,residence_urban_hhm,net_used_yes,region_mode,net_owned_only treated (itn) nets,net_owned_did not sleep under a net,Pop2015,Prec_15,Arid_15,DLST_15,DTemp15,EVI_15,FD_15,ITN_15,LST_15,MI_15,MP_15,MaxTem15,Meante15,Mintem15,NLST15,PET_15,Rain15,Travel_Times_2015,U5pop15,UNpopc15,UNpop15,WD_15,GPS_Dataset,DHSCC_cov,DHSYEAR_cov,SurveyID,D_e,Global_HF,Gross_CP,GSL,Irr,Nightligh,Prox_PA,Prox_wa,Slope
131,KE201500000132,KE,2015.0,132.0,U,-0.070056,34.719837,9999.0,1195.0,WGS84,POINT (34.719837 -0.070056),132,14,8,14,0,12,9,132,29,27,66,3,109,132,116,116,90,nyanza,90,26,15754.70605,-9999.0,-9999.0,30.35499954,-9999.0,3896.0,-9999.0,0.574134401,23.54166603,0.303875625,0.285019904,-9999.0,-9999.0,-9999.0,16.72833252,-9999.0,1582.0,2.642857143,218.6651917,16010.77246,1328.93764,-9999.0,KEGE7AFL,KE,2015,KE2015MIS,-9999,50.5,1122.911255,13,0.0,1.732058426,5279.286341,2424.557041,2.248945781
132,KE201500000133,KE,2015.0,133.0,U,-0.088817,35.12702,9999.0,1257.0,WGS84,POINT (35.12702 -0.088817),133,11,7,11,0,11,9,133,29,29,54,2,76,133,76,76,65,nyanza,65,11,5633.954102,161.7083435,41.55246353,33.08000183,13.94999981,3377.0,0.0,0.515354873,25.21583366,0.31285727,0.291018873,27.30833435,20.30833435,13.35833359,17.3516674,3.891666651,1545.0,23.0,74.63169759,3986.552246,330.89488,17.0316658,KEGE7AFL,KE,2015,KE2015MIS,4,59.35714286,1752.83667,14,5.742972851,0.302988772,42326.0694,37576.64557,1.261160169
133,KE201500000134,KE,2015.0,134.0,R,-0.953952,34.148486,9999.0,1134.0,WGS84,POINT (34.148486 -0.953952),134,20,7,0,20,18,8,134,25,22,51,4,117,134,121,0,51,nyanza,51,54,65816.23438,123.1000061,32.11304474,32.85472107,12.90833378,2476.166667,0.0,0.651888573,25.3409729,0.22261827,0.169676065,28.91666603,22.44166756,16.00833321,17.82722219,3.833333492,1277.428571,45.375,58.98824304,52599.49219,310.5699101,17.13333321,KEGE7AFL,KE,2015,KE2015MIS,-9999,33.48648649,1149.006445,12,0.478864789,0.002813623,26313.0434,2435.318931,0.514151789
134,KE201500000135,KE,2015.0,135.0,R,-0.851113,34.427742,9999.0,1441.0,WGS84,POINT (34.427742 -0.851113),135,28,15,0,28,26,14,135,28,28,92,5,147,135,157,0,109,nyanza,109,40,102400.3438,123.1000061,32.11304474,31.08200073,12.90833378,3795.1,0.0,0.661967698,24.09103699,0.264094051,0.214730628,28.91666603,22.44166756,16.00833321,17.10007629,3.833333492,1553.3,53.0521978,59.05159238,95125.39063,303.7127833,17.13333321,KEGE7AFL,KE,2015,KE2015MIS,-9999,40.13186813,1122.911198,12,0.465907574,0.036976196,23780.40479,27401.21481,1.283342131
135,KE201500000136,KE,2015.0,136.0,R,-1.155044,34.410651,9999.0,1449.0,WGS84,POINT (34.410651 -1.155044),136,23,12,0,23,22,17,136,27,24,56,5,136,136,136,0,105,nyanza,105,31,94736.48438,120.6333389,31.33333397,30.47333374,12.5666666,3711.9,0.0,0.637103674,23.60953827,0.209748387,0.147771512,29.08333397,22.77499962,16.51666641,16.74574127,3.849999905,1451.909091,19.52043597,52.79053001,114019.0469,361.092345,16.0,KEGE7AFL,KE,2015,KE2015MIS,-9999,35.80653951,1209.895508,11,0.194144651,0.021554244,45478.65021,35159.44393,1.04555709
136,KE201500000137,KE,2015.0,137.0,U,-1.064152,34.445913,9999.0,1425.0,WGS84,POINT (34.445913 -1.064152),137,15,5,15,0,15,6,137,25,21,54,3,94,137,99,99,55,nyanza,55,35,15613.89063,120.6333389,31.33333397,30.44499969,12.5666666,3727.0,0.0,0.627401506,23.68833351,0.203548625,0.150951371,29.08333397,22.77499962,16.51666641,16.93166733,3.849999905,1457.0,4.5625,281.6993103,18367.36719,1334.201172,16.0,KEGE7AFL,KE,2015,KE2015MIS,-9999,43.0,1209.895508,11,0.776557326,0.189316161,44764.03648,35604.46907,0.716368198
137,KE201500000138,KE,2015.0,138.0,U,-0.894459,34.531942,9999.0,1474.0,WGS84,POINT (34.531942 -0.894459),138,4,3,4,0,4,4,138,30,29,77,3,116,138,122,122,56,nyanza,56,44,21260.30469,177.0083313,47.94807816,29.65833282,13.83333397,3715.0,0.0,0.63473347,22.77507591,0.234835953,0.1818818,27.20833397,20.25833321,13.375,15.89181805,3.691666842,1627.0,14.78571429,318.3931362,9259.503906,768.6565988,18.11583328,KEGE7AFL,KE,2015,KE2015MIS,-9999,43.6,1122.911255,14,0.517679691,0.556830609,33929.33401,39120.82818,1.488925661
138,KE201500000139,KE,2015.0,139.0,R,-0.773328,34.23827,9999.0,1373.0,WGS84,POINT (34.23827 -0.773328),139,14,6,0,14,13,10,139,26,26,75,4,110,139,118,0,86,nyanza,86,32,75123.16406,123.1000061,32.11304474,32.63030451,12.90833378,3097.909091,0.0,0.657848136,25.00393954,0.244785086,0.195871798,28.91666603,22.44166756,16.00833321,17.37757735,3.833333492,1492.1,63.30136986,42.79957459,68816.55469,219.1089041,17.13333321,KEGE7AFL,KE,2015,KE2015MIS,-9999,31.13736264,1122.911342,12,0.077648833,0.002878283,5345.621021,11072.70262,1.661154885
139,KE201500000140,KE,2015.0,140.0,R,-0.486328,34.369811,9999.0,1206.0,WGS84,POINT (34.369811 -0.486328),140,25,15,0,25,24,19,140,28,27,84,5,151,140,158,0,106,nyanza,106,46,27721.51758,125.3666687,30.57723618,33.21249771,12.6916666,3004.0,0.0,0.667973378,25.60416603,0.240148473,0.188135159,29.78333282,23.41666794,17.09166718,17.99583435,4.099999905,1347.0,50.91666667,41.80186879,28288.32031,292.991256,16.19416618,KEGE7AFL,KE,2015,KE2015MIS,-9999,35.58778626,1122.91123,12,0.776463747,0.00650128,11933.9423,1905.223747,2.569026138
140,KE201500000141,KE,2015.0,141.0,R,-0.419925,34.636084,9999.0,1212.0,WGS84,POINT (34.636084 -0.419925),141,11,6,0,11,10,6,141,28,28,92,4,123,141,124,0,97,nyanza,97,24,141124.2188,-9999.0,-9999.0,33.30249939,-9999.0,2882.8,-9999.0,0.653295495,25.76791687,0.333945377,0.307300159,-9999.0,-9999.0,-9999.0,18.23333282,-9999.0,1314.7,30.27920228,82.24672781,126177.6094,434.8547953,-9999.0,KEGE7AFL,KE,2015,KE2015MIS,-9999,33.59649123,1122.911283,13,0.129407605,0.02480308,25585.27066,7862.147169,1.022858275
141,KE201500000142,KE,2015.0,142.0,R,-0.505061,34.629608,9999.0,1319.0,WGS84,POINT (34.629608 -0.505061),142,16,6,0,16,13,9,142,27,26,78,4,119,142,122,0,85,nyanza,85,35,131333.7031,177.0083313,47.94807816,32.3848131,13.83333397,3552.444444,0.0,0.666390634,25.18925985,0.349181875,0.324119441,27.20833397,20.25833321,13.375,17.99370321,3.691666842,1551.7,29.66120219,71.46786657,123200.8281,391.1733265,18.11583328,KEGE7AFL,KE,2015,KE2015MIS,-9999,36.97547684,1122.911377,14,0.0,0.006159766,33814.10733,14236.84089,1.166803996
142,KE201500000143,KE,2015.0,143.0,U,-0.53428,34.440187,9999.0,1162.0,WGS84,POINT (34.440187 -0.53428),143,10,8,10,0,10,7,143,23,21,56,3,79,143,80,80,58,nyanza,58,11,20060.14258,123.1000061,32.11304474,-9999.0,12.90833378,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,28.91666603,22.44166756,16.00833321,-9999.0,3.833333492,-9999.0,34.38461538,307.6671549,13927.47266,1884.193197,17.13333321,KEGE7AFL,KE,2015,KE2015MIS,-9999,36.66666667,1122.911255,12,0.310585499,0.589351654,14564.26886,1395.191068,1.502974584
143,KE201500000144,KE,2015.0,144.0,U,-0.531246,34.177993,9999.0,1141.0,WGS84,POINT (34.177993 -0.531246),144,15,6,15,0,13,9,144,26,24,51,3,96,144,98,98,70,nyanza,70,17,5841.537109,123.1000061,32.11304474,29.02000046,12.90833378,749.0,0.0,0.642770289,23.80833244,0.185075149,0.131554276,28.91666603,22.44166756,16.00833321,18.59666634,3.833333492,1455.0,61.53333333,86.83922526,5280.133789,455.0797526,17.13333321,KEGE7AFL,KE,2015,KE2015MIS,-9999,32.61538462,1122.911255,12,0.465878189,0.094249701,6851.38092,2056.110936,3.714371236
144,KE201500000145,KE,2015.0,145.0,R,-0.563509,34.810097,9999.0,1592.0,WGS84,POINT (34.810097 -0.563509),145,16,7,0,16,16,10,145,30,15,26,4,131,145,134,0,57,nyanza,57,77,322065.5625,177.0083313,47.94807816,28.18466797,13.83333397,4096.4,0.0,0.642343568,21.81448364,0.370454825,0.364392941,27.20833397,20.25833321,13.375,15.44430237,3.691666842,2002.0,18.3197832,165.8881207,275919.3125,868.954607,18.11583328,KEGE7AFL,KE,2015,KE2015MIS,-9999,36.37940379,1122.911198,14,0.349411488,0.050708511,49047.3609,25405.01549,1.560908455
145,KE201500000146,KE,2015.0,146.0,R,-0.884014,34.810465,9999.0,1798.0,WGS84,POINT (34.810465 -0.884014),146,8,4,0,8,8,3,146,28,19,39,4,126,146,126,0,57,nyanza,57,69,308035.9375,177.0083313,47.94807816,27.47212081,13.83333397,4366.545455,0.0,0.614970686,20.46858215,0.183940887,0.139097818,27.20833397,20.25833321,13.375,13.46504073,3.691666842,1775.7,23.09863014,153.4621828,259389.3594,825.9049658,18.11583328,KEGE7AFL,KE,2015,KE2015MIS,-9999,38.4,1122.911283,14,0.058238976,0.060298946,44888.02588,56612.33642,1.05055333
146,KE201500000147,KE,2015.0,147.0,R,-0.76546,34.629237,9999.0,1779.0,WGS84,POINT (34.629237 -0.76546),147,16,1,0,16,15,9,147,28,21,44,4,112,147,112,0,71,nyanza,71,41,269310.125,177.0083313,47.94807816,29.26537069,13.83333397,4004.111111,0.0,0.641708066,22.76102702,0.28271335,0.241300758,27.20833397,20.25833321,13.375,16.25668335,3.691666842,1803.111111,21.64109589,145.1427333,235945.7813,751.2385274,18.11583328,KEGE7AFL,KE,2015,KE2015MIS,-9999,43.26849315,1122.911272,14,0.446484208,0.089399975,34129.73663,34078.10696,1.743076272
147,KE201500000148,KE,2015.0,148.0,U,-0.643486,34.759825,9999.0,1662.0,WGS84,POINT (34.759825 -0.643486),148,12,10,12,0,12,9,148,27,21,61,4,112,148,114,114,78,nyanza,78,36,21822.17578,177.0083313,47.94807816,27.79166603,13.83333397,4123.0,0.0,0.647941299,21.43250084,0.32602942,0.30370307,27.20833397,20.25833321,13.375,15.07333374,3.691666842,2059.0,1.285714286,273.724435,22098.85938,1834.380162,18.11583328,KEGE7AFL,KE,2015,KE2015MIS,-9999,58.35714286,1122.911255,14,0.155294999,0.257400238,46257.84326,33133.7125,2.698705401
148,KE201500000149,KE,2015.0,149.0,U,-0.81416,34.908996,9999.0,2011.0,WGS84,POINT (34.908996 -0.81416),149,11,2,11,0,11,8,149,28,16,33,3,96,149,99,99,47,nyanza,47,52,12851.08203,177.0083313,47.94807816,26.27666664,13.83333397,4231.0,0.0,0.609867593,17.81666756,0.220339224,0.178998157,27.20833397,20.25833321,13.375,9.356666565,3.691666842,1860.0,20.71428571,163.2628697,10092.22949,837.7655552,18.11583328,KEGE7AFL,KE,2015,KE2015MIS,-9999,38.85714286,1122.911255,14,0.854153514,0.030031548,49220.8361,55163.80295,2.470355443
149,KE201500000150,KE,2015.0,150.0,R,-0.707191,35.020759,9999.0,1951.0,WGS84,POINT (35.020759 -0.707191),150,10,1,0,10,9,5,150,28,20,57,3,92,150,92,0,56,nyanza,56,36,185985.1094,146.2916718,41.50118256,27.502221,14.44999981,4551.333333,0.0,0.608629997,18.85731337,0.244965002,0.209240213,26.15000153,18.89999962,11.70000076,10.21240743,3.525000095,1679.1,22.26027397,89.04102633,175771.8125,559.6400685,17.19583321,KEGE7AFL,KE,2015,KE2015MIS,4,36.26027397,1516.614746,14,0.698846976,0.06569431,59336.2771,48190.42781,1.782268702
150,KE201500000151,KE,2015.0,151.0,R,-0.555818,34.986905,9999.0,2050.0,WGS84,POINT (34.986905 -0.555818),151,13,3,0,13,13,7,151,26,14,37,3,99,151,102,0,44,nyanza,44,55,291596.9375,177.0083313,47.94807816,27.18866577,13.83333397,4409.0,0.0,0.60597955,19.09028015,0.317067051,0.298822594,27.20833397,20.25833321,13.375,10.99189377,3.691666842,1916.8,23.27322404,140.6821062,253081.9531,803.5644638,18.11583328,KEGE7AFL,KE,2015,KE2015MIS,4,31.77322404,1416.876563,14,0.135882869,0.086653206,54701.41301,31735.03285,2.138299494
151,KE201500000152,KE,2015.0,152.0,R,-0.643479,34.873955,9999.0,2042.0,WGS84,POINT (34.873955 -0.643479),152,2,1,0,2,2,2,152,19,13,26,3,61,152,63,0,30,nyanza,30,33,353429.4375,177.0083313,47.94807816,26.66450195,13.83333397,4395.5,0.0,0.630125943,19.77037048,0.307725042,0.285511941,27.20833397,20.25833321,13.375,12.87624207,3.691666842,2090.5,13.6361186,170.1658524,296870.8125,929.9101247,18.11583328,KEGE7AFL,KE,2015,KE2015MIS,-9999,38.38978495,1122.911272,14,0.44000566,0.042377178,58960.16707,36127.47495,1.105810859
152,KE201500000153,KE,2015.0,153.0,U,-0.60881,34.954111,9999.0,1992.0,WGS84,POINT (34.954111 -0.60881),153,8,2,8,0,8,5,153,30,18,34,3,108,153,108,108,47,nyanza,47,61,16986.92969,177.0083313,47.94807816,26.95000076,13.83333397,4471.0,0.0,0.616427916,17.87166595,0.314568818,0.295777857,27.20833397,20.25833321,13.375,8.793333054,3.691666842,2008.0,13.73333333,200.572998,13694.64453,1060.97181,18.11583328,KEGE7AFL,KE,2015,KE2015MIS,-9999,32.0,1122.911255,14,0.465885103,0.220611342,58333.35367,35214.78382,1.20305837
153,KE201500000154,KE,2015.0,154.0,U,-0.587678,34.940003,9999.0,2019.0,WGS84,POINT (34.940003 -0.587678),154,15,7,15,0,15,11,154,29,23,50,4,133,154,134,134,82,nyanza,82,52,17297.92578,177.0083313,47.94807816,26.38333321,13.83333397,4502.0,0.0,0.616427916,17.91666603,0.314568818,0.295777857,27.20833397,20.25833321,13.375,9.449999809,3.691666842,2062.0,13.21428571,199.9060669,15959.85059,1324.77846,18.11583328,KEGE7AFL,KE,2015,KE2015MIS,-9999,32.0,1122.911255,14,0.465885103,0.15855365,55567.51517,32456.40814,1.702598163
222,KE201500000224,KE,2015.0,224.0,R,0.448232,34.804635,9999.0,1555.0,WGS84,POINT (34.804635 0.448232),224,30,18,0,30,28,18,224,29,24,37,5,169,224,170,0,87,western,87,83,177734.25,169.4000092,40.65599823,29.40883484,14.52500057,4083.5,0.0,0.564289053,22.59491577,0.244944538,0.200611029,29.39166641,22.10000038,14.86666679,15.78099976,4.166666985,1962.583333,27.23770492,93.35476817,179275.4844,569.2109802,15.26916695,KEGE7AFL,KE,2015,KE2015MIS,-9999,33.98087432,985.5549479,13,0.0168092,0.140788918,60735.2683,59793.95415,0.644709686
223,KE201500000225,KE,2015.0,225.0,R,0.219739,34.806762,9999.0,1513.0,WGS84,POINT (34.806762 0.219739),225,13,11,0,13,13,6,225,27,14,23,4,128,225,129,0,49,western,49,80,316004.5625,169.4000092,40.65599823,28.32624817,14.52500057,4342.333333,0.0,0.552650591,22.09472148,0.256671429,0.217150084,29.39166641,22.10000038,14.86666679,15.86319478,4.166666985,2195.2,18.49865229,159.3996789,269350.875,843.6612197,15.26916695,KEGE7AFL,KE,2015,KE2015MIS,-9999,28.70540541,985.5549665,13,0.001050579,0.152431688,37119.65684,34964.95669,0.863388349
