,DHSID,DHSCC_hhm,DHSYEAR_hhm,DHSCLUST,URBAN_RURA,LATNUM,LONGNUM,ALT_GPS,ALT_DEM,DATUM,geometry,cluster_shch,total_count_shch,treat_src_yes,residence_urban_shchhh,residence_rural,alive_yes,fever_rec_only treated nets,cluster_hh,total_count_hh,net_use_yes,nets_sum,hh_size_mean,hh_size_sum,cluster,total_count,residence_urban_hhm,region_mode,net_owned_only treated (itn) nets,net_owned_did not sleep under a net,pop2020,arid_20,DLST_20,DTemp20,EVI20,FD_20,ITN_20,LST_20,MI_20,MP_20,Matemp20,Meantem20,Mintem20,NLST20,PET_20,Prec20,Rain20,U5pop20,UNpopc20,UNpop20,WD_20,GPS_Dataset,DHSCC_cov,DHSYEAR_cov,SurveyID,D.e,Elev,Global_Human_Footprint,Growing_Season_Length,Irrigation,Livestock_Cattle,Livestock_Chickens,Livestock_Goats,Livestock_Pigs,Livestock_Sheep,Nightligh
69,KE202000001661,KE,2020.0,1661.0,R,-0.950173,36.964825,9999.0,1636.0,WGS84,POINT (36.96482485 -0.950172646),1661,11,0,0,11,11,4,1661,30,10,16,3,104,1661,106,0,central,15,91,21236.25391,31.22644234,24.84194756,11.37087727,0.460106999,0.040624999,0.359670669,19.48880577,0.07143908,0.047959447,24.55086899,18.85121536,13.17999172,14.13566494,3.440538168,107.4357681,1510.990479,2311.526855,20076.90234,933.3293457,14.82551193,KEGE81FL,KE,2020,KE2020DHS,4.0,1638.116211,31.85627174,14,13.73633099,42.46373367,2060.804443,36.98602295,2.282954216,5.620824814,0.150500566
70,KE202000001721,KE,2020.0,1721.0,R,1.927842,35.331409,9999.0,1159.0,WGS84,POINT (35.3314087 1.927841951),1721,27,6,0,27,27,11,1721,22,9,10,4,98,1721,98,0,rift valley,26,72,223.7073975,23.65544319,29.48947716,13.82070351,0.386224777,0.0,0.307373106,25.24166489,0.240255982,0.195335135,30.79166603,23.86145782,16.97096443,20.99385452,4.625911713,109.4279938,1234.182495,38.43303299,310.7215271,14.45106316,15.31213474,KEGE81FL,KE,2020,KE2020DHS,1.0,1379.511597,30.23774147,7,0.430083185,33.51159286,29.25421143,26.37375832,0.007237111,51.01302338,0.0
71,KE202000001726,KE,2020.0,1726.0,R,1.334182,35.504868,9999.0,1993.0,WGS84,POINT (35.50486843 1.334181967),1726,18,5,0,18,18,4,1726,29,11,17,5,159,1726,167,0,rift valley,24,143,3995.695801,30.47276115,23.14844704,14.1323061,0.475560337,0.000604745,0.294048339,17.20986366,0.140601754,0.095319115,28.00949097,20.92044258,13.87718487,11.27127934,4.136111259,126.0387344,2062.664063,704.5681763,3054.561523,142.0202484,17.18955421,KEGE81FL,KE,2020,KE2020DHS,1.0,2093.563232,30.10316277,8,0.0,91.92077637,71.16535187,20.54887199,0.015708609,95.28437805,0.0
72,KE202000001731,KE,2020.0,1731.0,R,1.323546,35.339379,9999.0,2215.0,WGS84,POINT (35.33937877 1.323546301),1731,30,8,0,30,30,2,1731,24,4,6,6,162,1731,173,0,rift valley,8,165,4401.433594,36.1607666,23.83184052,13.9644537,0.428667367,0.001154514,0.335619062,17.77716827,0.139080763,0.093272954,26.25555611,19.25386238,12.29110241,11.72249794,3.855555534,139.4198456,1771.99646,774.041687,3525.92334,163.933197,18.09470367,KEGE81FL,KE,2020,KE2020DHS,1.0,2189.450195,24.37170792,10,0.0,87.74600983,71.20300293,25.52759743,0.007526311,84.31510162,0.0
73,KE202000001783,KE,2020.0,1783.0,R,1.111827,35.248166,9999.0,2128.0,WGS84,POINT (35.24816622 1.111827052),1783,18,4,0,18,17,3,1783,24,7,14,5,128,1783,129,0,rift valley,16,113,5821.866699,39.72825623,22.61594772,13.89609432,0.486866444,0.00125434,0.42347014,16.99628448,0.109089263,0.072624058,25.07154274,18.10325623,11.17544842,11.37662315,3.711588621,147.4549408,2632.479248,909.3469238,5479.23584,254.7303772,18.6151104,KEGE81FL,KE,2020,KE2020DHS,1.0,2112.180664,24.40725517,10,0.218410358,51.99863815,238.470871,25.94766998,0.756875157,40.4057312,0.0
74,KE202000001807,KE,2020.0,1807.0,R,0.050072,35.084606,9999.0,1844.0,WGS84,POINT (35.08460619 0.050071701),1807,9,0,0,9,9,6,1807,25,15,36,4,104,1807,104,0,rift valley,50,51,11083.37695,45.14399338,24.99510765,13.39978313,0.529096305,0.0,0.430901676,18.94937706,0.146371394,0.107931875,26.7760849,20.05520821,13.37630272,12.90364647,3.97183156,179.3043365,2670.635742,1660.275269,9855.739258,458.1098022,20.53627205,KEGE81FL,KE,2020,KE2020DHS,1.0,1893.163086,22.04758644,10,0.459200799,58.95953751,161.1363068,8.682564735,0.238204077,34.1596489,0.097788773
75,KE202000001839,KE,2020.0,1839.0,R,0.410235,36.25107,9999.0,1979.0,WGS84,POINT (36.25106982 0.410235173),1839,13,1,0,13,12,4,1839,28,11,25,4,113,1839,115,0,rift valley,22,83,4495.290039,26.71051407,25.23694038,14.90292263,0.381134927,0.001740451,0.352958947,18.91699409,0.083428472,0.056761611,27.40399361,19.91781044,12.50107098,12.59704781,3.95897007,105.7461243,1535.24585,612.4240723,6144.383789,285.6069641,15.81793404,KEGE81FL,KE,2020,KE2020DHS,1.0,1970.493164,41.30366135,9,0.014558506,48.05698395,75.37301636,141.3309326,0.003826438,83.14318085,0.0
76,KE202000001897,KE,2020.0,1897.0,R,-0.84857,35.083638,9999.0,1870.0,WGS84,POINT (35.08363766 -0.848569859),1897,14,0,0,14,14,6,1897,24,22,52,4,110,1897,115,0,rift valley,69,45,15959.77344,45.74123001,26.22759247,13.95339966,0.494257212,0.0,0.35796231,19.84592438,0.070030734,0.040047269,26.35092735,19.34875679,12.39752674,13.46425629,3.672034264,167.9633636,2150.235107,2443.519043,15045.05957,699.3945923,21.51939392,KEGE81FL,KE,2020,KE2020DHS,4.0,1848.513672,30.32049179,14,0.072797187,98.06639099,539.2415771,32.79024124,0.0,33.78526688,0.010916134
77,KE202000001906,KE,2020.0,1906.0,R,-0.888406,35.191726,9999.0,1854.0,WGS84,POINT (35.19172588 -0.888406444),1906,20,3,0,20,20,8,1906,29,22,38,5,146,1906,146,0,rift valley,57,89,11111.30371,44.16403961,26.86305618,14.02981758,0.489810705,0.0,0.347267658,20.52324295,0.063993029,0.03592433,26.26041794,19.21953201,12.2305994,14.18343067,3.669053793,162.0402374,1986.531128,1714.711426,10593.37305,492.4559937,21.11363602,KEGE81FL,KE,2020,KE2020DHS,4.0,1835.303711,31.51805305,14,0.363993853,113.0210724,354.1196899,22.24785233,0.0,36.78956223,0.003947316
78,KE202000001919,KE,2020.0,1919.0,R,0.505806,34.900429,9999.0,1645.0,WGS84,POINT (34.90042926 0.505806296),1919,14,6,0,14,14,6,1919,23,16,28,5,128,1919,128,0,western,37,91,8623.199219,42.89031601,26.05477524,14.16524887,0.455477118,0.0,0.520361602,20.40328598,0.158313811,0.117461875,27.33048439,20.21796989,13.16523457,14.75179672,4.013642788,172.1464081,2569.649658,1353.925781,8358.84668,388.54776,19.4760704,KEGE81FL,KE,2020,KE2020DHS,,1826.963989,33.17977905,10,0.009455201,80.10493469,265.275116,7.447119713,5.091824532,21.24349785,0.0
79,KE202000001927,KE,2020.0,1927.0,R,0.281216,34.464371,9999.0,1353.0,WGS84,POINT (34.46437103 0.281215574),1927,16,10,0,16,16,7,1927,29,21,36,5,151,1927,152,0,western,45,106,16261.87988,40.36219406,28.72178841,13.71909714,0.423767924,0.0,0.549451709,23.21069336,0.314759403,0.308932573,29.47375679,22.5786171,15.7546587,17.69959831,4.178067207,168.6359558,2933.032227,2592.535645,15885.87109,738.4073486,19.71916389,KEGE81FL,KE,2020,KE2020DHS,,1318.196289,33.44943619,12,0.031104641,51.37988281,578.6784058,7.558580399,4.147379398,12.20712566,0.009325619
80,KE202000001929,KE,2020.0,1929.0,R,0.185948,34.567413,9999.0,1407.0,WGS84,POINT (34.56741307 0.185948173),1929,7,3,0,7,7,5,1929,27,20,38,4,117,1929,118,0,western,58,60,17752.93164,41.15880203,27.83551979,13.77682304,0.45061329,0.0,0.532701552,22.42020416,0.309230834,0.300032765,29.45143318,22.52916718,15.67460918,17.00489044,4.197265625,172.754425,2915.87085,2767.069336,16557.95703,769.6427002,19.68472672,KEGE81FL,KE,2020,KE2020DHS,,1411.703125,31.48274803,13,0.046038035,51.66699982,797.1366577,5.9795084,3.463624477,10.82249165,0.019959049
81,KE202000001934,KE,2020.0,1934.0,R,0.028444,34.689937,9999.0,1548.0,WGS84,POINT (34.68993655 0.02844363),1934,18,3,0,18,17,10,1934,28,23,61,4,131,1934,137,0,western,67,60,24918.25781,40.22610092,26.94166374,13.57630253,0.422042847,0.0,0.489767611,21.90489578,0.261538744,0.249723449,29.43693542,22.61874962,15.86063385,16.86812973,4.225130081,169.9605103,2858.113281,3380.898193,24232.11328,1126.344971,19.53785896,KEGE81FL,KE,2020,KE2020DHS,,1586.526367,38.76687241,13,0.0,279.2480164,634.6777344,30.30667114,2.105715752,27.5421524,0.075932093
82,KE202000001942,KE,2020.0,1942.0,R,-0.023656,34.526548,9999.0,1434.0,WGS84,POINT (34.52654772 -0.0236559),1942,9,2,0,9,9,5,1942,26,17,33,4,118,1942,119,0,western,57,62,8984.303711,37.25102615,28.21339798,13.19383717,0.459511012,0.0,0.528540015,22.83555222,0.329236537,0.321325272,29.54616737,22.91851807,16.35232925,17.45770836,4.198018074,156.3804779,2567.958252,1355.606689,9224.174805,428.753479,19.31213951,KEGE81FL,KE,2020,KE2020DHS,,1377.511719,40.04735947,13,0.004852682,43.73617172,513.9844971,11.05353546,1.082043886,14.61748123,0.000428486
83,KE202000001945,KE,2020.0,1945.0,R,-0.004643,34.70942,9999.0,1567.0,WGS84,POINT (34.70941953 -0.004643201),1945,10,3,0,10,10,4,1945,28,24,48,3,107,1945,110,0,western,59,50,24338.7832,39.90121078,27.72105789,13.51762199,0.430586636,0.0,0.507906854,22.47702599,0.26663819,0.256249905,29.44359207,22.65578842,15.92596912,17.23299408,4.235488892,169.0011292,2660.459717,3476.836914,20572.48438,956.2399292,19.51252937,KEGE81FL,KE,2020,KE2020DHS,,1467.44043,37.65550995,13,0.425973743,177.7962341,896.223938,46.79743195,3.491949797,42.71840286,0.236291945
84,KE202000001948,KE,2020.0,1948.0,R,0.159174,34.847511,9999.0,1689.0,WGS84,POINT (34.84751116 0.159174016),1948,15,3,0,15,15,8,1948,24,18,34,4,108,1948,114,0,western,54,58,23273.94727,44.29431534,26.00541496,13.87246799,0.474120259,0.0,0.497473121,20.84423447,0.174229398,0.138393864,28.47238159,21.50798607,14.5999136,15.68305492,4.147294521,183.7015686,3154.325684,3339.960693,20149.42188,936.5783691,19.9398365,KEGE81FL,KE,2020,KE2020DHS,,1624.756836,25.81765366,13,0.0,538.2969971,586.4324951,57.85419083,8.709140778,57.84643173,0.05519874
85,KE202000001980,KE,2020.0,1980.0,R,0.028038,34.331753,9999.0,1375.0,WGS84,POINT (34.33175266 0.028037926),1980,9,2,0,9,9,7,1980,30,26,54,4,120,1980,125,0,nyanza,66,57,10752.69434,34.86931992,29.07875061,12.93411446,0.447574466,0.0,0.519511223,23.70646667,0.434320897,0.492665231,29.65855026,23.15833282,16.72443581,18.33418465,4.161328316,145.1026917,2294.05542,1624.331055,10725.22168,498.5244141,19.18043709,KEGE81FL,KE,2020,KE2020DHS,,1327.076172,36.4758606,12,0.08734829,16.09757996,457.8398743,4.59956789,1.616307735,9.119194031,0.032362469
86,KE202000001985,KE,2020.0,1985.0,R,-0.179376,34.378358,9999.0,1179.0,WGS84,POINT (34.3783582 -0.179375517),1985,8,1,0,8,8,7,1985,30,29,62,3,117,1985,121,0,nyanza,94,25,6771.669434,33.89501953,27.69898796,12.69053841,0.311097801,0.0,0.519779146,23.73324394,0.321216494,0.309312671,29.60134697,23.22708321,16.91080856,19.76749992,4.175651073,141.5337677,2110.822266,1028.286621,5437.019531,494.5213318,18.92006493,KEGE81FL,KE,2020,KE2020DHS,,1147.813477,32.82968521,12,0.272861123,87.05227661,925.1297607,24.32874107,4.625079155,40.77168274,0.005559236
87,KE202000001990,KE,2020.0,1990.0,R,-0.051463,34.585933,9999.0,1515.0,WGS84,POINT (34.58593313 -0.051463276),1990,11,3,0,11,8,6,1990,30,22,49,4,132,1990,132,0,nyanza,63,62,7971.604492,37.58449554,28.36947632,13.21310806,0.430398911,0.0,0.531192601,23.08368874,0.28015703,0.274339974,29.52408981,22.88819504,16.31098175,17.79790115,4.215060711,158.420929,2534.164795,1203.243774,8202.146484,381.248291,19.32615852,KEGE81FL,KE,2020,KE2020DHS,,1337.992188,48.27627563,13,0.0,49.60342026,934.3858032,16.20388794,1.453841329,29.41397858,0.025770914
88,KE202000002001,KE,2020.0,2001.0,R,-0.40077,35.005442,9999.0,1553.0,WGS84,POINT (35.00544209 -0.40077042),2001,9,1,0,9,9,5,2001,27,21,44,4,111,2001,111,0,nyanza,55,50,23828.37891,44.10520935,27.54328918,13.52685165,0.452245831,0.0,0.439448118,21.96453476,0.152496517,0.11209254,27.72937012,20.94104576,14.20251751,16.38577843,3.955483198,174.4574127,2483.865967,3552.146973,12010.46289,558.2775879,21.3102684,KEGE81FL,KE,2020,KE2020DHS,4.0,1585.267578,32.10015869,14,0.707071006,96.40924072,367.9698792,23.48887825,0.917068362,24.53154755,0.154029652
89,KE202000002049,KE,2020.0,2049.0,R,-0.555814,34.935618,9999.0,2021.0,WGS84,POINT (34.93561826 -0.555813552),2049,10,0,0,10,8,6,2049,30,22,59,3,110,2049,113,0,nyanza,51,60,33999.92969,45.4364357,24.92510033,13.58750057,0.468876034,0.0,0.372629285,19.03520966,0.144569218,0.103600137,27.36953163,20.55013084,13.78203201,13.14531898,3.856119871,175.2083435,2792.010498,5033.40332,31396.29102,1459.416992,21.63064957,KEGE81FL,KE,2020,KE2020DHS,,1954.417969,32.24214172,14,0.286322832,51.62272644,599.7922363,26.33149147,0.121158764,15.22185326,0.13659136
90,KE202000002100,KE,2020.0,2100.0,U,-1.226418,36.916309,9999.0,1580.0,WGS84,POINT (36.91630925 -1.226418208),2100,5,0,5,0,5,3,2100,18,15,41,3,60,2100,65,65,nairobi,26,20,169454.1719,23.49931335,30.05766678,11.40140343,0.26694113,0.003541667,0.377095282,22.6783905,0.0,0.0,25.33501244,19.61846161,13.93360806,15.29911518,3.644299746,85.63854218,1062.569946,19460.21289,403499.0625,18759.55664,12.86519337,KEGE81FL,KE,2020,KE2020DHS,4.0,1583.870117,77.71955109,8,3.41365099,1.604795337,44.04717636,1.256944776,64.19276428,0.674444556,18.57279015
91,KE202000002112,KE,2020.0,2112.0,U,-1.243303,36.811225,9999.0,1714.0,WGS84,POINT (36.81122474 -1.243303322),2112,1,0,1,0,1,1,2112,12,5,12,1,21,2112,21,21,nairobi,4,15,24064.16797,24.3962574,26.5028801,11.30655384,0.356544882,0.004375,0.360304922,20.36098862,0.0,0.0,24.96302032,19.29600716,13.65646744,14.21909714,3.590017319,87.58298492,1168.164429,2021.096191,22777.7207,1058.986328,13.16184902,KEGE81FL,KE,2020,KE2020DHS,4.0,1705.876953,75.66954041,8,8.153013229,1.59034133,159.4655609,0.135291591,35.23326874,0.718292415,14.60853767
92,KE202000002121,KE,2020.0,2121.0,U,-1.306749,36.893506,9999.0,1620.0,WGS84,POINT (36.89350649 -1.306749315),2121,5,1,5,0,5,5,2121,22,19,21,1,41,2121,41,41,nairobi,18,10,358526.0938,21.7974453,31.2735424,11.43776035,0.208032444,0.0,0.36089316,23.29184341,0.0,0.0,25.56610298,19.82938385,14.12834263,15.31014442,3.692404509,80.48498535,1017.096375,41799.4375,272720.0938,12679.76465,12.44369793,KEGE81FL,KE,2020,KE2020DHS,4.0,1622.401367,81.85164642,8,0.0,0.0,347.2330322,0.0,33.79953766,0.0,24.37332535
93,KE202000002140,KE,2020.0,2140.0,U,-4.012838,39.69589,9999.0,30.0,WGS84,POINT (39.6958897 -4.012837896),2140,12,3,12,0,12,6,2140,25,13,22,3,96,2140,99,99,coast,13,80,238078.0938,22.59858322,31.93330383,7.648871422,0.214522049,0.0,0.703424335,27.57691574,0.067054123,0.039907441,30.77413177,26.92078972,23.12526131,23.22052574,4.225043297,95.47999573,1974.483765,27016.37695,195730.6719,9473.241211,11.64811611,KEGE81FL,KE,2020,KE2020DHS,2.0,21.94797516,67.7154007,7,0.053512573,13.3052454,61.67853165,32.01725769,0.673101783,9.698130608,10.47362518
94,KE202000002144,KE,2020.0,2144.0,U,-4.034569,39.686857,9999.0,25.0,WGS84,POINT (39.68685731 -4.034568755),2144,14,5,14,0,14,4,2144,30,20,27,3,93,2144,98,98,coast,24,69,238078.0938,22.59858322,31.93330383,7.648871422,0.214522049,0.0,0.703424335,27.57691574,0.067054123,0.039907441,30.77413177,26.92078972,23.12526131,23.22052574,4.225043297,95.47999573,1974.483765,27016.37695,195730.6719,9473.241211,11.64811611,KEGE81FL,KE,2020,KE2020DHS,2.0,21.94797516,67.7154007,7,0.053512573,13.3052454,61.67853165,32.01725769,0.673101783,9.698130608,10.47362518
95,KE202000002154,KE,2020.0,2154.0,U,-3.99868,39.624774,9999.0,57.0,WGS84,POINT (39.62477368 -3.998679526),2154,13,3,13,0,13,4,2154,27,20,42,3,86,2154,86,86,coast,23,32,31310.61328,21.99016953,31.57505798,7.684114933,0.33651039,0.0,0.710569859,27.31683731,0.084340952,0.053517509,30.70642471,26.8365593,23.02231026,23.05861855,4.219227314,92.78152466,1725.110596,3907.941406,48187.94141,2250.310791,11.8172884,KEGE81FL,KE,2020,KE2020DHS,2.0,26.91209221,57.99541092,8,0.055134166,11.6591568,186.8740692,9.506991386,0.728873849,0.983207226,1.051477551
96,KE202000002192,KE,2020.0,2192.0,U,-0.465441,39.594777,9999.0,156.0,WGS84,POINT (39.59477682 -0.465440767),2192,9,1,9,0,9,3,2192,20,15,42,5,115,2192,117,117,coast,30,48,9841.963867,6.254378796,35.85995102,11.50755215,0.201689452,0.0,0.620937705,30.37346649,0.055007558,0.03039417,34.47860336,28.70555687,22.97105026,24.88698387,5.274233341,32.98705292,336.0632629,1874.771973,1450.42395,67.42023468,7.417327881,KEGE81FL,KE,2020,KE2020DHS,9.0,155.8105316,32.56233978,2,0.393081427,14.70349407,1.819620609,12.27837944,0.002419484,11.71388721,0.300094485
97,KE202000002202,KE,2020.0,2202.0,U,-3.493855,38.385977,9999.0,844.0,WGS84,POINT (38.3859773 -3.493854793),2202,11,0,11,0,11,10,2202,26,20,35,3,79,2202,80,80,coast,47,28,8714.890625,17.02815819,29.81777382,10.67486954,0.425488025,0.0,0.617352247,23.90247536,0.069219097,0.044478606,29.6413784,24.27478409,18.96650696,17.9871769,4.203920841,71.5850296,938.7363892,984.411377,7495.123047,349.0278015,9.757678032,KEGE81FL,KE,2020,KE2020DHS,2.0,890.2997437,32.37065506,6,0.459293962,7.236592293,117.1271896,1.068226814,0.122526318,0.163803309,0.027189044
98,KE202000002207,KE,2020.0,2207.0,U,-3.381185,37.667898,9999.0,789.0,WGS84,POINT (37.66789823 -3.381184797),2207,16,1,16,0,16,11,2207,27,17,42,3,89,2207,89,89,coast,49,26,25373.45313,28.13421631,32.56409836,11.55442715,0.343310058,0.0,0.715468287,25.95402527,0.062306311,0.038360111,28.09062576,22.29279518,16.53619766,19.34395409,3.772222281,106.1285172,840.3556519,3391.469482,19568.86133,911.1898804,9.757647514,KEGE81FL,KE,2020,KE2020DHS,2.0,764.6982422,49.09431839,9,1.58753562,83.87462616,124.1392975,114.1318359,1.702839136,71.15869904,0.331439823
99,KE202000002239,KE,2020.0,2239.0,U,0.359192,37.573915,9999.0,1087.0,WGS84,POINT (37.57391516 0.359192488),2239,12,1,12,0,12,10,2239,30,24,64,4,124,2239,125,125,eastern,76,28,29592.45703,23.85120392,35.10662842,12.68580723,0.27507025,0.000742187,0.500990808,27.27013969,0.061806269,0.035702705,27.26762199,20.89696121,14.58181477,19.43365097,4.046918392,96.52387238,968.9508667,4455.551758,21972.52344,1021.335266,12.60648823,KEGE81FL,KE,2020,KE2020DHS,10.0,1129.505859,34.96036911,8,0.276608258,31.03286362,5.252359867,59.05109406,0.0,27.00719643,0.478889167
100,KE202000002248,KE,2020.0,2248.0,U,0.050088,37.657171,9999.0,1569.0,WGS84,POINT (37.65717116 0.050088445),2248,6,0,6,0,6,4,2248,21,11,20,2,54,2248,56,56,eastern,17,37,54608.20313,26.7129612,25.66801834,12.05803013,0.4495942,0.041015625,0.411493391,19.82894135,0.064005643,0.040992573,26.52231026,20.46224022,14.46428013,13.9898653,3.879253626,103.6263504,1856.505493,5694.615723,47562.07031,2210.757324,13.26309013,KEGE81FL,KE,2020,KE2020DHS,10.0,1634.5448,48.50691605,8,2.275320053,172.6222839,612.2836914,209.4794464,12.58452702,175.2150726,1.499607325
101,KE202000002256,KE,2020.0,2256.0,U,0.219499,37.927524,9999.0,1615.0,WGS84,POINT (37.92752397 0.219499411),2256,9,0,9,0,9,3,2256,29,14,24,3,99,2256,99,99,eastern,28,67,45860.52734,19.89052391,23.27629089,12.13932323,0.506507397,0.0,0.420271426,18.06130219,0.164249718,0.154750407,29.16475677,23.06731796,17.02543449,12.84631348,4.406206608,87.64175415,1978.199829,6617.296875,41746.15234,1940.439087,10.93177032,KEGE81FL,KE,2020,KE2020DHS,10.0,1673.672729,30.53032112,8,2.655669689,68.84503937,932.3814697,34.94775772,11.04435635,37.48985291,0.27201432
102,KE202000002264,KE,2020.0,2264.0,U,-0.587586,37.635827,9999.0,1177.0,WGS84,POINT (37.63582726 -0.587585973),2264,9,0,9,0,9,6,2264,28,24,48,2,79,2264,79,79,eastern,50,16,6957.113281,21.14891624,28.56863213,12.03055573,0.388006926,0.031647857,0.422783047,23.31045151,0.064413913,0.041106034,28.57644653,22.53410149,16.54589081,18.05226898,4.157306194,87.9225235,1314.288574,927.4812012,6170.841309,286.8458862,11.99803352,KEGE81FL,KE,2020,KE2020DHS,9.0,1170.321289,28.27778625,6,0.050903607,101.2368622,188.368515,194.9208069,0.897931635,25.77197456,0.047970485
103,KE202000002265,KE,2020.0,2265.0,U,-1.367529,38.009176,9999.0,1143.0,WGS84,POINT (38.00917576 -1.367529485),2265,12,0,12,0,12,7,2265,24,18,32,2,70,2265,70,70,eastern,38,17,36127.33984,15.76625633,28.23522568,11.73787594,0.360399157,0.0,0.433458269,22.86568832,0.062611438,0.037207928,29.84913254,23.95338631,18.11125565,17.49614906,4.402719975,69.41441345,1209.94458,4815.379883,29831.70898,1387.009766,9.873833656,KEGE81FL,KE,2020,KE2020DHS,9.0,1158.035156,44.88433075,6,0.0,15.68895531,107.1244278,13.24867916,0.004623445,0.33065483,0.972594023
104,KE202000002285,KE,2020.0,2285.0,U,-0.319909,36.901901,9999.0,1900.0,WGS84,POINT (36.90190118 -0.319909463),2285,7,0,7,0,7,0,2285,25,4,6,2,62,2285,62,62,central,1,54,5812.517578,51.19895935,25.68597031,11.36510468,0.411088347,0.352725685,0.327311963,17.9852562,0.0,0.0,20.58381081,14.8776474,9.218707085,10.28454304,2.776996613,142.1793365,1298.079224,579.757019,3253.577393,151.2333832,18.61785889,KEGE81FL,KE,2020,KE2020DHS,4.0,1971.413086,32.388134,14,0.282713324,77.44744873,75.46367645,30.2614975,4.069777489,29.15319443,0.112559974
105,KE202000002304,KE,2020.0,2304.0,U,-1.185783,36.892238,9999.0,1578.0,WGS84,POINT (36.89223814 -1.185782601),2304,7,2,7,0,7,1,2304,23,14,35,3,86,2304,90,90,central,8,41,189872.2656,24.90655899,28.84166527,11.3854599,0.318380326,0.010625,0.38013196,21.86234283,0.0,0.0,25.10920143,19.40121651,13.72374153,14.88302135,3.596093893,89.56632233,1085.24585,21448.50977,171573.2656,7976.694824,13.25231743,KEGE81FL,KE,2020,KE2020DHS,4.0,1572.092773,75.21115112,8,6.209497929,22.86388588,212.1025848,3.827391863,90.54178619,10.50471592,7.977571011
106,KE202000002353,KE,2020.0,2353.0,U,0.888894,34.916471,9999.0,1791.0,WGS84,POINT (34.91647083 0.888894482),2353,13,4,13,0,13,6,2353,27,16,33,3,97,2353,97,97,rift valley,34,58,30926.80664,40.88180542,27.43657494,14.15251732,0.42033872,0.001002604,0.59254396,20.6860733,0.180773765,0.144613028,26.1389904,19.03598213,11.98647308,13.93556976,3.840147734,156.9921722,2155.490234,4679.862305,17341.97266,806.1794434,19.14570045,KEGE81FL,KE,2020,KE2020DHS,,1774.821289,30.6446743,10,0.0,67.87380981,518.6646729,10.86911869,2.116855621,22.02091217,0.047907036
107,KE202000002365,KE,2020.0,2365.0,U,0.541361,35.245507,9999.0,2053.0,WGS84,POINT (35.24550707 0.541360654),2365,6,3,6,0,6,3,2365,28,14,22,2,70,2365,70,70,rift valley,17,50,54574.68359,40.47642899,27.20565224,13.52867508,0.370420992,0.0,0.439471126,19.26926804,0.104513466,0.071149535,25.3612709,18.57491302,11.83259583,11.33288193,3.869430065,156.6207123,1960.601929,7775.885254,65014.28516,3022.086182,19.03431129,KEGE81FL,KE,2020,KE2020DHS,1.0,2031.636719,42.35586548,10,0.145586759,113.7831039,791.5844727,37.81341553,3.811970711,45.00152588,1.227648616
108,KE202000002387,KE,2020.0,2387.0,U,0.98174,35.555747,9999.0,2334.0,WGS84,POINT (35.55574707 0.981740041),2387,12,0,12,0,12,5,2387,23,8,14,2,68,2387,69,69,rift valley,26,43,9755.572266,30.22486305,22.06583595,14.22330761,0.463392615,0.000286458,0.355343729,15.39120102,0.096416965,0.062738501,27.95707512,20.81558228,13.73376751,8.716566086,4.140841961,125.1563797,2167.512207,1539.768921,6559.936523,304.9602051,17.0703373,KEGE81FL,KE,2020,KE2020DHS,1.0,2262.855469,32.03782654,8,0.56299293,33.76265335,169.2286224,31.6565609,0.061841346,77.98360443,0.078697652
109,KE202000002400,KE,2020.0,2400.0,U,-0.005752,35.947375,9999.0,1560.0,WGS84,POINT (35.94737475 -0.005752127),2400,7,0,7,0,7,5,2400,22,16,28,2,59,2400,61,61,rift valley,35,25,3296.69043,35.80477142,30.45864677,13.54318619,0.348447859,0.123962671,0.42309019,22.97303963,0.080843419,0.050648775,24.08272552,17.28059959,10.53954029,15.48743248,3.470182419,124.2490921,1545.598022,460.6255798,5440.077637,252.8629456,18.76754379,KEGE81FL,KE,2020,KE2020DHS,4.0,1611.047852,31.21883965,11,0.0,82.99638367,137.8279114,52.43247986,0.135923713,53.77477264,0.082711183
110,KE202000002416,KE,2020.0,2416.0,U,0.039686,36.381621,9999.0,2357.0,WGS84,POINT (36.38162053 0.039685618),2416,12,0,12,0,11,2,2416,25,8,11,2,64,2416,64,64,rift valley,7,57,18082.42773,31.85273552,23.49863052,13.94890022,0.395893037,0.099396698,0.309698761,16.07214737,0.0,0.0,24.25998306,17.25698853,10.31108284,8.645666122,3.397960186,108.2343292,1515.258667,2296.385986,13374.15918,621.651001,17.02765274,KEGE81FL,KE,2020,KE2020DHS,1.0,2349.349609,42.10692215,9,0.436741441,97.82958221,257.2928467,69.35482788,0.260207146,123.3059769,0.346526504
111,KE202000002425,KE,2020.0,2425.0,U,-0.236737,36.117341,9999.0,1961.0,WGS84,POINT (36.11734098 -0.236737177),2425,11,1,11,0,11,5,2425,25,8,11,3,78,2425,78,78,rift valley,19,58,19651.56836,35.36079025,27.49482727,13.31184864,0.33936882,0.174330145,0.372011811,19.67950439,0.05166154,0.030605249,22.77271461,16.09075546,9.460865021,11.86417961,3.185199738,112.6311798,1613.161011,2464.011475,11907.41113,553.4786987,18.4774456,KEGE81FL,KE,2020,KE2020DHS,4.0,1981.819336,33.75701904,10,0.625303388,93.55161285,407.7464294,13.21764278,1.256917119,24.55613899,0.384531915
